COPY_ID,PLATFORM,FILE,KEY_OR_LOCATION,LANGUAGE,CURRENT_TEXT,AUDIENCE,CURRENT_CONCEPT,FAMILY_TERM_PRESENT,TERM_NECESSARY,RISK_TYPE,RECOMMENDED_TEXT,ACTION,OWNER,STATUS,TEST_EVIDENCE
COPY-012,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 12,EN,"""family"": { ""member"": ""Member"" ...",parent,Account member-management section (invite/remove/roles). Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 12 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-013,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 13,EN,unauthorizedFamilyScope,parent,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 13 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-014,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 14,EN,Your family is over your managed-device limit,parent,Plan/entitlement limit language. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 14 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-015,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 15,EN,Your family is over your parent-member limit,parent,Plan/entitlement limit language. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 15 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-016,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 16,EN,Notification payloads never contain your children's activity detail,parent,Describes monitored CHILD activity data leaking (or not) into a push payload — genuinely child-data-facing; reworded from 'family activity detail'.,yes,no,scope-creep-to-household,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REPLACE_WITH_CHILD_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 16 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-017,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 17,EN,Family trust-set epoch,parent,Cryptographic trust-epoch label. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 17 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-018,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 18,EN,only the family's own key material can open it,parent,Owner-cited example of language to leave unchanged verbatim.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 18 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-019,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 19,EN,Retention/deletion of your children's activity is enforced locally by the device holding the plaintext; this screen sets the family-level policy value,parent,"The retained/deleted DATA is the children's tracked activity (reworded); the policy SCOPE remains account-wide 'family-level policy' (kept) — one string, two legitimately different classifications.",yes,no,scope-creep-to-household,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REPLACE_WITH_CHILD_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 19 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-020,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 20,EN,Choose the retention window for this family,parent,"Retention window is a single account-wide setting, not per-child. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 20 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-021,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 21,EN,"signed, one-time deletion instruction to your children's devices",parent,"Device-level technical behaviour; parent-web consistently says ""child device"" elsewhere — ""family devices"" was the outlier, reworded to match convention.",yes,no,scope-creep-to-household,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REPLACE_WITH_CHILD_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 21 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-022,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 22,EN,the accuracy level and frequency your family's policy sets,parent,"Describes the parent-configured policy, not child experience. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 22 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-023,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 23,EN,every setting change made by any family member,parent,"Audit trail of actions taken BY family members (parents/admins/viewers), i.e. account-level actors. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 23 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-024,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 24,EN,beyond what your family's own policy requests,parent,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 24 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-025,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 25,EN,end-to-end encrypted between your family's own devices,parent,"Matches Owner-cited ""family decryption authority"" / key-material examples. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 25 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-026,ParentWeb,parent-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 26,EN,Setting up your family...,parent,"Account creation/onboarding language, not child experience.",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 26 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-027,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 27,AR,ليست بيانات عائلية حقيقية,parent,Mirrors row 2.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 27 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-028,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 28,AR,"""family"": ""العائلة""",parent,Mirrors row 3.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 28 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-029,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 29,AR,بوابة سلطة العائلة,parent,Mirrors row 4.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 29 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-030,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 30,AR,سلطة العائلة,parent,Mirrors row 5.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 30 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-031,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 31,AR,بصلاحية فك تشفير بيانات العائلة,parent,Mirrors row 6.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 31 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-032,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 32,AR,يلزم إقران هذا المتصفح بالعائلة,parent,Mirrors row 7.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 32 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-033,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 33,AR,موثوق ويمكنه فك تشفير بيانات العائلة,parent,Mirrors row 8.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 33 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-034,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 34,AR,لا يمنح بحد ذاته صلاحية فك تشفير بيانات العائلة,parent,Mirrors row 9.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 34 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-035,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 35,AR,"""custom"": ""رسائل العائلة المخصصة""",parent,Mirrors row 10.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 35 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-036,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 36,AR,محتوى عائلي خاص,parent,Mirrors row 11.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 36 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-037,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 37,AR,"""family"": { ...",parent,Mirrors row 12 (family account member-management section).,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 37 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-038,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 38,AR,غير مخوَّل لنطاق العائلة المطلوب,parent,Mirrors row 13.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 38 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-039,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 39,AR,تفاصيل نشاط أطفالك,parent,Mirrors row 16.,yes,no,scope-creep-to-household,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REPLACE_WITH_CHILD_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 39 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-040,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 40,AR,مجموعة ثقة العائلة,parent,Mirrors row 17.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 40 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-041,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 41,AR,مواد المفتاح الخاصة بالعائلة,parent,Mirrors row 18.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 41 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-042,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 42,AR,الاحتفاظ بنشاط أطفالك وحذفه محلياً,parent,"Mirrors row 19; ""مستوى العائلة"" (family-level policy scope) deliberately preserved in the same sentence.",yes,no,scope-creep-to-household,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REPLACE_WITH_CHILD_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 42 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-043,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 43,AR,اختر مدة الاحتفاظ لهذه العائلة,parent,Mirrors row 20.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 43 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-044,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 44,AR,تعليمات حذف موقّعة لمرة واحدة إلى أجهزة أطفالك,parent,Mirrors row 21.,yes,no,scope-creep-to-household,(already implemented — text shown in CURRENT_TEXT is the corrected wording),REPLACE_WITH_CHILD_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 44 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-045,ParentWeb,parent-web/src/i18n/locales/ar.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 45,AR,كل تغيير في الإعدادات أجراه أي فرد من العائلة,parent,Mirrors row 23.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 45 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-046,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 46,EN,Family/parent accounts cannot sign in here,operator,Account-type descriptor for the operator login screen. Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 46 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-047,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 47,EN,suspend family account,operator,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 47 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-048,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 48,EN,reactivate family account,operator,Legitimate account/authority/trust-boundary/billing scope spanning the whole family account — not child-specific data. Left unchanged per Owner instruction.,yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 48 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
COPY-049,PlatformAdmin,platform-admin-web/src/i18n/locales/en.json,RECOVERY_TERMINOLOGY_AUDIT.csv row 49,EN,"""familyId"": ""Family ID""",operator,"Owner-cited example to leave unchanged verbatim (also an i18n KEY, never renamed).",yes,yes,none,(no change),KEEP_LEGITIMATE_FAMILY_TERM,PPR-2 / writer82a (PCA-FR-112),PPR2_ALREADY_OWNS,"parent-web/tests/i18n/terminologyFamilyToChildren.test.ts, row 49 (branch pca-r2-writer82a-terminology-family-to-children-rewording-lane, NOT yet merged to pca-dev)"
