"REQUIREMENT_ID","NORMATIVE_TEXT","NORMATIVE_SOURCE","CURRENT_STATUS","SOURCE_EVIDENCE","TEST_EVIDENCE","RUNTIME_REACHABILITY","EXTERNAL_GATE","SOURCE_SOLVABLE","SOURCE_GAP","VALIDATION_GAP","PRIMARY_DOMAIN","DEPENDENCIES","WRITER"
"PCA-FR-052","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:179 - **PCA-FR-052** Offer an optional PCA-controlled YouTube experience (""Mode B"") if compliant with YouTube API Services Terms and policies, where PCA can record locally the videos started inside that controlled experience only (because it renders that specific playback surface itself) — this is categorically different from PCA-FR-051 and does not require the Data API watch-history claim to be true. || docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:181 - **PCA-FR-054** Support a ""Mode A / Mode B"" distinction visible to the parent: Mode A = normal YouTube app, usage-duration-only visibility (PCA-FR-050); Mode B = PCA-controlled experience with per-video-start local logging (PCA-FR-052) but reduced feature parity with the native app (e.g. no comments, no account-based recommendations, or only what a compliant embed/API surface allows). Parent chooses per child; product MUST show this as a real trade-off, not silently degrade one mode into lookin || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:78 | PCA-FR-052 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-052 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:179; docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:181; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:78; docs\architecture\33_REFERENCE_SOURCES.md:23","NOT_STARTED","android/app/src/main/java/org/pca/app/feature/youtube/policy/ModeBFeatureFlagLocalStore.kt (read-only mirror of BLOCKED_EXTERNAL_POLICY_REVIEW default; no mutator exists anywhere)","","UNRESOLVED","YOUTUBE_MODE_B_POLICY_REVIEW","CANDIDATE","PCA-FINAL-SOURCE-COMPLETION-100 second-audit reconciliation (post Writer63-73 integration, base e50a947). Unchanged since first audit; correctly gated off pending YouTube API Services Terms review. Runtime reachability: UNREACHABLE by design","OPEN_OR_PARTIAL","PCA-6","","Coordinator"
"PCA-FR-053","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:180 - **PCA-FR-053** Use available safe-search/restricted-content mechanisms where compliant (e.g. YouTube's Restricted Mode signal, where a compliant integration path exists). || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:79 | PCA-FR-053 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-053 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:180; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:79","SOURCE_COMPLETE","backend/src/youtube/types.ts; backend/src/youtube/policy.ts; backend/src/youtube/ModeBFeatureFlagStore.ts","backend/test/youtube/policy.test.mjs; backend/test/youtube/SafeContentCapability.test.mjs","UNRESOLVED","YOUTUBE_PLATFORM_API_PARTNERSHIP","CANDIDATE","The YouTube capability model now defaults to explicit unavailable, accepts only Restricted Mode signal-source values, and has a privacy regression guard against scraping, TLS interception, and watch-history fields; a real documented platform signal is not wired.","OPEN_OR_PARTIAL","PCA-6","","Coordinator"
"PCA-FR-054","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:181 - **PCA-FR-054** Support a ""Mode A / Mode B"" distinction visible to the parent: Mode A = normal YouTube app, usage-duration-only visibility (PCA-FR-050); Mode B = PCA-controlled experience with per-video-start local logging (PCA-FR-052) but reduced feature parity with the native app (e.g. no comments, no account-based recommendations, or only what a compliant embed/API surface allows). Parent chooses per child; product MUST show this as a real trade-off, not silently degrade one mode into lookin || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:80 | PCA-FR-054 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-054 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING | || docs\implementation\PCA_IMPLEMENTATION_TRACEABILITY.md:44 **Genuine new closures this round** (source that did not exist before this programme, not just newly-derived status for pre-existing source): the entire PIN configuration + biometric-gate + removal/disable decision subsystem (`PCA-ADD-ENR-013/014/016/017/018`, previously zero source anywhere, `NOT_STARTED` since the addendum was authored); the 8-state invitation lifecycle (`PCA-ADD-ENR-005/023`, was a 4-state model); QR code + Android App Link enrollment continuation (`PCA-ADD-ENR-002/008`); the","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:181; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:80; docs\implementation\PCA_IMPLEMENTATION_TRACEABILITY.md:44","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/feature/youtube/ui/YouTubeModeActivity.kt, YouTubeModeLoader.kt (Writer73); ChildHomeScreen.kt YouTubeModeEntryCard; MainActivity.kt wiring; AndroidManifest.xml registration","YouTubeModeLoaderTest.kt (4 tests: Loading/Success/Error states)","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-6","","Coordinator"
"PCA-FR-060","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:188 - **PCA-FR-060** Show latest child-device location when permission, OS state, and connectivity allow. `REQUIRES_USER_PERMISSION`. || docs\architecture\16_LOCATION_LAST_SEEN.md:5 This document designs `PCA-FR-060` through `PCA-FR-065`. Location is an opt-in family-safety feature, not a covert tracking feature and not a promise of continuous real-time tracking. Coordinates are family activity data: encrypted before relay, readable only on authorized family endpoints, and inventoried in doc 10. The relay may see only the bounded routing metadata defined in docs 09–10. || docs\architecture\16_LOCATION_LAST_SEEN.md:15 **PCA-FR-060.** Show latest child-device location only when permission, OS state, and connectivity allow.","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:188; docs\architecture\16_LOCATION_LAST_SEEN.md:5; docs\architecture\16_LOCATION_LAST_SEEN.md:15; docs\architecture\16_LOCATION_LAST_SEEN.md:68; docs\architecture\16_LOCATION_LAST_SEEN.md:70; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:81; docs\architecture\33_REFERENCE_SOURCES.md:13; docs\architecture\33_REFERENCE_SOURCES.md:20","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt + platform/StandardLocationCapabilitySource.kt","android/app/src/test/java/org/pca/app/runtime/location/","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-7","","Coordinator"
"PCA-FR-061","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:189 - **PCA-FR-061** Show location timestamp and accuracy class (e.g. GPS/fine, network/coarse, cached/stale) — never present a stale or coarse fix as if it were fresh and precise. || docs\architecture\16_LOCATION_LAST_SEEN.md:16 **PCA-FR-061.** Show the location timestamp and accuracy class, never presenting a stale/coarse fix as fresh/precise. || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:82 | PCA-FR-061 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-061 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:189; docs\architecture\16_LOCATION_LAST_SEEN.md:16; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:82","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/runtime/location/LocationSampleStatus.kt (accuracy class/staleness modeled)","android/app/src/test/java/org/pca/app/runtime/location/","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-7","","Coordinator"
"PCA-FR-062","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:190 - **PCA-FR-062** Show last successful PCA connection (""last seen"") independent of location permission — a device can be ""last seen"" via any successful policy-sync/heartbeat contact even without location sharing enabled. || docs\architecture\16_LOCATION_LAST_SEEN.md:17 **PCA-FR-062.** Show last successful PCA connection independently of location permission. || docs\architecture\16_LOCATION_LAST_SEEN.md:69 | SRC-E-LOC-002 | [Android: geofencing](https://developer.android.com/develop/sensors-and-location/location/geofencing) | Geofences need location permissions and Android documents per-user limits. | PCA-FR-062 |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:190; docs\architecture\16_LOCATION_LAST_SEEN.md:17; docs\architecture\16_LOCATION_LAST_SEEN.md:69; docs\architecture\16_LOCATION_LAST_SEEN.md:71; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:83","PARTIAL","android/app/src/main/java/org/pca/app/runtime/sync/DeviceSessionManager.kt (heartbeat/session concept exists)","android/app/src/test/java/org/pca/app/runtime/sync/DeviceSessionManagerTest.kt (first-use challenge authentication, unexpired token reuse, and initial unauthenticated state); android/app/src/test/java/org/pca/app/runtime/sync/ReconnectSyncOrchestratorTest.kt (reconnect/session recovery and offline queue behavior)","UNRESOLVED","PRODUCTION_CRYPTO_SECURITY_REVIEW","CANDIDATE","PCA-FINAL-SOURCE-COMPLETION-100 second-audit reconciliation (post Writer63-73 integration, base e50a947). Unchanged since first audit.","OPEN_OR_PARTIAL","PCA-7","","Coordinator"
"PCA-FR-063","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:191 - **PCA-FR-063** Support optional family geofences subject to platform rules (background-location entitlement/permission tier requirements, doc 06/07), generating a local notification/alert on entry/exit (doc 19), not a continuous location stream. || docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:274 - **PCA-FR-135** Support geofence-triggered alerts as a trust feature, distinct from continuous location tracking (cross-referenced from PCA-FR-063; this entry frames it as parent-facing trust functionality rather than pure technical capability). || docs\architecture\16_LOCATION_LAST_SEEN.md:18 **PCA-FR-063.** Support optional platform-constrained entry/exit geofences; they are alerts, not a continuous-stream promise.","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:191; docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:274; docs\architecture\16_LOCATION_LAST_SEEN.md:18; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:84; docs\implementation\PCA_IMPLEMENTATION_TRACEABILITY.md:44","PARTIAL","android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceEngine.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceMonitor.kt; backend/src/location/SafeZoneRepository.ts; backend/src/location/MySqlSafeZoneRepository.ts; backend/test/location/safeZoneRepository.test.mjs; backend/src/http/routes/parentAccountRoutes.ts; backend/src/location/SafeZonePolicyAuthorization.ts; backend/src/familyrbac/ParentActionAuthorizationService.ts; backend/src/familyrbac/UnavailableTrustSetRoleResolver.ts; backend/src/http/buildServer.ts; backend/src/main.ts; parent-web/src/pages/children/LocationPage.tsx; parent-web/src/api/real/realSafeZoneClient.ts; parent-web/src/api/safeZonePolicyAuthoring.ts; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZoneRuntime.kt; android/app/src/main/java/org/pca/app/runtime/location/geofence/GeofenceZoneStateStore.kt; parent-web/tests/unit/realSafeZoneClient.test.ts; parent-web/tests/unit/safeZonePolicyAuthoring.test.ts; android/app/src/main/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiver.kt; backend/migrations/0020_parent_preferences_safe_zones.sql; backend/src/runtime-sync/DeviceSessionService.ts; backend/migrations/0026_browser_endpoint_registration.sql; backend/src/device/types.ts; backend/src/device/DeviceRepository.ts; backend/src/device/MySqlDeviceRepository.ts; backend/src/device/BrowserEndpointService.ts; backend/src/http/routes/browserEndpointRoutes.ts; backend/src/pairing/PairingService.ts; backend/src/http/routes/pairingRoutes.ts; backend/src/authz/types.ts; backend/src/authz/policy.ts","android/app/src/test/java/org/pca/app/runtime/location/geofence/GeofenceEngineTest.kt; android/app/src/test/java/org/pca/app/runtime/location/geofence/SafeZonePolicyReceiverTest.kt; android/app/src/test/java/org/pca/app/runtime/location/geofence/SafeZoneRuntimeTest.kt; backend/test/location/safeZoneRepository.test.mjs; backend/test/parentaccount/preferencesSafeZonesRoute.test.mjs; backend/test/parentaccount/preferencesSafeZonesSchema.test.mjs; backend/test/familyrbac/ParentActionAuthorizationService.test.mjs; parent-web/tests/unit/realSafeZoneClient.test.ts; parent-web/tests/unit/safeZonePolicyAuthoring.test.ts; tooling/release/ValidateSafeZoneMutationBoundary.mjs; backend/test/device/BrowserEndpointService.test.mjs; backend/test/http/browserEndpointRoutes.test.mjs; backend/test/pairing/service.test.mjs; backend/test/db/browserEndpoint.mysql.test.mjs; backend/test/db/device.mysql.test.mjs","UNRESOLVED","CRYPTO_ACTIVATION","CANDIDATE","R3 update (2026-08-21): closes the trusted-browser endpoint enrollment gap identified by a full-repo investigation this session (RealTrustedBrowserProvider's own KNOWN_BACKEND_INTEGRATION_ACTION comment: ""this browser endpoint must go through actual device enrollment... out of scope for this change""). Platform now admits BROWSER (migration 0026 widens devices_platform_check, preserving ANDROID/IOS verbatim) alongside the existing ANDROID/IOS-only EnrollmentCoordinator path, which remains untouched -- a browser endpoint registers via a NEW, narrower BrowserEndpointService/POST /v1/families/:familyId/browser-endpoints (service-session + REGISTER_BROWSER_ENDPOINT-authorized), never through the child-invitation pipeline. Registration alone is never trust: the resulting device starts PAIRING_PENDING and still requires the EXISTING, completely unchanged pairing-requests/:deviceId/confirm route before it is PAIRED. New: devices.registered_by_account_id (migration 0026) mechanically enforces ""no self-approval"" -- confirmPairing now rejects (SELF_APPROVAL_DENIED) the SAME account that registered an endpoint from also confirming it, a risk mobile enrollment never has (a child device claiming an invitation has no service session at all) but a browser endpoint genuinely does (the same logged-in parent could otherwise trivially self-approve). Downstream of confirmation, the full existing chain is real and unchanged: device-auth challenge/session (generic, live-proved reachable for a BROWSER-platform device this session) and Safe Zone actor authorization (authorizeSafeZoneRequest, already consuming DeviceSessionService.requireActorDeviceInFamily). Final TRUSTED status remains blocked on the SAME two things as before this change -- UnavailableTrustSetRoleResolver (unconditionally deny, unswapped) and RejectingDeviceSignatureVerifier (CRYPTO_SUITE = PENDING_HUMAN_SECURITY_REVIEW) -- so this is SOURCE_COMPLETE_EXTERNAL_GATE for the enrollment/registration/confirmation/actor-authorization plumbing specifically, not a claim that Safe Zone trust verification itself is unblocked.","Focused route behavior passes in-process; Node worker mode is blocked by environment spawn EPERM, and disposable MySQL plus Android device delivery validation remain unexecuted.","PCA-7","","Coordinator"
"PCA-FR-064","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:192 - **PCA-FR-064** Never use location for advertising, analytics profiling, or any purpose other than the family-facing safety features described in this section. || docs\architecture\16_LOCATION_LAST_SEEN.md:19 **PCA-FR-064.** Never use location for advertising, analytics profiling, or non-family safety purposes. || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:85 | PCA-FR-064 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-064 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:192; docs\architecture\16_LOCATION_LAST_SEEN.md:19; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:85","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt; android/app/src/main/java/org/pca/app/runtime/location/LocationSampleRecorder.kt + persistence/entity/LocationPointEntity.kt (no ad/analytics consumer of location data found anywhere in the module)","android/app/src/test/java/org/pca/app/runtime/location/LocationSampleRecorderTest.kt; android/app/src/test/java/org/pca/app/persistence/WebVisitAndLocationPointTest.kt","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","Real tests for permission gating, retention, and no-plaintext-storage existed, uncited.","OPEN_OR_PARTIAL","PCA-7","","Coordinator"
"PCA-FR-065","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:193 - **PCA-FR-065** Support separate, shorter retention for location history than for general activity retention (see doc 11; location retention MUST NOT exceed the family's general activity-retention setting, PCA-FR-102). || docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:235 - **PCA-FR-102** Allow separate location-history retention no longer than general activity retention (cross-referenced from PCA-FR-065). || docs\architecture\16_LOCATION_LAST_SEEN.md:5 This document designs `PCA-FR-060` through `PCA-FR-065`. Location is an opt-in family-safety feature, not a covert tracking feature and not a promise of continuous real-time tracking. Coordinates are family activity data: encrypted before relay, readable only on authorized family endpoints, and inventoried in doc 10. The relay may see only the bounded routing metadata defined in docs 09–10.","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:193; docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:235; docs\architecture\16_LOCATION_LAST_SEEN.md:5; docs\architecture\16_LOCATION_LAST_SEEN.md:20; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:86","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/persistence/retention/RetentionCutoffCalculator.kt (location retention distinct from/bounded by general retention)","android/app/src/test/java/org/pca/app/persistence/DeleteNowCoordinatorTest.kt (device, child, and family deletion scope/isolation, policy snapshot erasure, receipts, and tombstones); android/app/src/test/java/org/pca/app/feature/settings/data/DeleteNowUseCaseTest.kt (Delete Now request validation and coordinator delegation)","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-7","","Coordinator"
"PCA-FR-070","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:199 - **PCA-FR-070** Calculate daily prayer times locally using selected calculation method, location, and time zone. No prayer-time calculation depends on PCA server availability (see PCA-FR-074). || docs\architecture\17_PRAYER_TIMES.md:5 This document designs `PCA-FR-070`–`PCA-FR-074`: local, privacy-preserving daily prayer times and reminders. PCA is not a religious authority. It provides a transparent calculation tool; the Family Owner selects a recognised convention or manually adjusts it, and UI says which configuration produced each time. It does not upload prayer observance, Dhikr text, or reminder interaction to PCA infrastructure. || docs\architecture\17_PRAYER_TIMES.md:7 **PCA-FR-070.** Calculate daily times locally from selected method, location, and timezone, without a PCA server.","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:199; docs\architecture\17_PRAYER_TIMES.md:5; docs\architecture\17_PRAYER_TIMES.md:7; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:87","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/feature/prayer/calc/PrayerTimeCalculator.kt + SolarCalculator.kt (fully local calculation, no server dependency)","android/app/src/test/java/org/pca/app/feature/prayer/calc/","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-9","","Coordinator"
"PCA-FR-071","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:200 - **PCA-FR-071** Support Fajr, Sunrise, Dhuhr, Asr, Maghrib, and Isha display. || docs\architecture\17_PRAYER_TIMES.md:8 **PCA-FR-071.** Display Fajr, Sunrise, Dhuhr, Asr, Maghrib, and Isha. || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:88 | PCA-FR-071 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-071 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:200; docs\architecture\17_PRAYER_TIMES.md:8; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:88","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/feature/prayer/model/PrayerName.kt (Fajr/Sunrise/Dhuhr/Asr/Maghrib/Isha)","android/app/src/test/java/org/pca/app/feature/prayer/model/","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-9","","Coordinator"
"PCA-FR-072","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:201 - **PCA-FR-072** Support calculation-method and Asr-method (Shafi'i/Hanafi) selection and manual minute adjustments per prayer. || docs\architecture\17_PRAYER_TIMES.md:9 **PCA-FR-072.** Support calculation-method and Asr-method selection plus per-prayer minute adjustments. || docs\architecture\17_PRAYER_TIMES.md:61 | SRC-E-PRAY-001 | [Android: schedule alarms](https://developer.android.com/develop/background-work/services/alarms) | Exact alarms are permission/policy constrained; use only where a user-facing precise alarm needs them. | PCA-FR-072–073 |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:201; docs\architecture\17_PRAYER_TIMES.md:9; docs\architecture\17_PRAYER_TIMES.md:61; docs\architecture\17_PRAYER_TIMES.md:62; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:89","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/feature/prayer/model/AsrMethod.kt + CalculationMethod.kt","android/app/src/test/java/org/pca/app/feature/prayer/","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-9","","Coordinator"
"PCA-FR-073","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:202 - **PCA-FR-073** Support Arabic/English reminders and optional Adhan audio where platform/background-execution rules permit. `VERIFIED_WITH_LIMITATION` (background audio playback at a precise scheduled time is subject to OS background-execution limits on both Android and iOS; a scheduled local notification is the reliable baseline, audio playback at exact prayer time is best-effort). || docs\architecture\17_PRAYER_TIMES.md:10 **PCA-FR-073.** Support Arabic/English reminders and optional Adhan only where platform/background rules permit. || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:90 | PCA-FR-073 | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-073 / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:202; docs\architecture\17_PRAYER_TIMES.md:10; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:90; docs\implementation\PCA_IMPLEMENTATION_TRACEABILITY.md:44","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/runtime/prayer/AlarmManagerPrayerScheduler.kt (exact alarm scheduling, unchanged) + PrayerReminderReceiver.kt (new: posts a real NotificationCompat notification, records delivery) + PrayerReminderIntents.kt (shared action-string contract); AndroidManifest.xml:124-130 (receiver registered exported=false with matching intent-filter action org.pca.app.action.PRAYER_REMINDER)","android/app/src/test/java/org/pca/app/runtime/ (present)","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-9","","Coordinator"
"PCA-FR-074","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:199 - **PCA-FR-070** Calculate daily prayer times locally using selected calculation method, location, and time zone. No prayer-time calculation depends on PCA server availability (see PCA-FR-074). || docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:203 - **PCA-FR-074** Continue prayer calculation offline using last known location/time-zone settings. || docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:204 - **PCA-FR-074A** If the device travels a materially significant distance (e.g. >50km) while offline, the product MUST surface a ""location may be stale, verify prayer times"" notice once connectivity or GPS is available again, rather than silently continuing to use a now-inaccurate location.","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:199; docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:203; docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:204; docs\architecture\17_PRAYER_TIMES.md:5; docs\architecture\17_PRAYER_TIMES.md:11; docs\architecture\17_PRAYER_TIMES.md:12; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:91; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:92","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/feature/prayer/calc/PrayerTimeCalculator.kt (uses last known location/timezone, no network call)","android/app/src/test/java/org/pca/app/feature/prayer/calc/","CLAIMED_BY_MATRIX","","NO_OR_NOT_APPLICABLE","","","PCA-9","","Coordinator"
"PCA-FR-074A","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:204 - **PCA-FR-074A** If the device travels a materially significant distance (e.g. >50km) while offline, the product MUST surface a ""location may be stale, verify prayer times"" notice once connectivity or GPS is available again, rather than silently continuing to use a now-inaccurate location. || docs\architecture\17_PRAYER_TIMES.md:12 **PCA-FR-074A.** Surface a stale-location verification notice after material travel rather than silently retaining inaccurate times. || docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:92 | PCA-FR-074A | Normative text in 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS.md | 03_FUNCTIONAL_REQUIREMENTS | As stated by source / capability matrix | Defined; platform limits explicit where applicable | PCA architecture owner | Relevant PCA programme phase | T-FR-074A / architecture-to-implementation | Implemented behaviour satisfies cited normative statement and documented limitation | See doc 31 where applicable | DEFINED; IMPLEMENTATION TEST PENDING |","docs\architecture\03_FUNCTIONAL_REQUIREMENTS.md:204; docs\architecture\17_PRAYER_TIMES.md:12; docs\architecture\32_TRACEABILITY_ACCEPTANCE_MATRIX.md:92","SOURCE_COMPLETE","android/app/src/main/java/org/pca/app/feature/prayer/location/PrayerLocationStalenessDetector.kt; android/app/src/main/java/org/pca/app/runtime/prayer/PrayerLocationStalenessNotificationDelivery.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt; android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml","android/app/src/test/java/org/pca/app/feature/prayer/location/PrayerLocationStalenessDetectorTest.kt","CONFIRMED","","CANDIDATE","R3 Writer Wave 3 source closure: encrypted-local offline travel anchoring detects movement above 50 km, requests one notice per offline episode, and the production graph delivers a permission-guarded localized prayer-time verification notification; validation and independent review remain separate gates.","OPEN_OR_PARTIAL","PCA-9","","Coordinator"
